fiscal_year,program_area_name,organization_type,award_status,cnt_award_status,state_code,state_name
2012,Community Food Projects Program,Private Non-profit,not-awarded,1,CT,CONNECTICUT
2012,Community Food Projects Program,Private Non-profit,not-awarded,1,DC,DISTRICT OF COLUMBIA
2012,Community Food Projects Program,Private Non-profit,not-awarded,3,GA,GEORGIA
2012,Community Food Projects Program,Private Non-profit,not-awarded,1,HI,HAWAII
2012,Community Food Projects Program,Private Non-profit,not-awarded,2,IA,IOWA
2012,Community Food Projects Program,Private Non-profit,not-awarded,1,ID,IDAHO
2012,Community Food Projects Program,Private Non-profit,not-awarded,8,IL,ILLINOIS
2012,Community Food Projects Program,Private Non-profit,not-awarded,1,KS,KANSAS
2012,Community Food Projects Program,Private Non-profit,not-awarded,3,KY,KENTUCKY
2012,Community Food Projects Program,Private Non-profit,not-awarded,1,LA,LOUISIANA
2012,Community Food Projects Program,Private Non-profit,not-awarded,4,MA,MASSACHUSETTS
2012,Community Food Projects Program,Private Non-profit,not-awarded,1,ME,MAINE
2012,Community Food Projects Program,Private Non-profit,not-awarded,1,MI,MICHIGAN
2012,Community Food Projects Program,Private Non-profit,not-awarded,4,MN,MINNESOTA
2012,Community Food Projects Program,Private Non-profit,not-awarded,1,MO,MISSOURI
2012,Community Food Projects Program,Private Non-profit,not-awarded,1,MS,MISSISSIPPI
2012,Community Food Projects Program,Private Non-profit,not-awarded,1,MT,MONTANA
2012,Community Food Projects Program,Private Non-profit,not-awarded,2,NC,NORTH CAROLINA
2012,Community Food Projects Program,Private Non-profit,not-awarded,1,NJ,NEW JERSEY
2012,Community Food Projects Program,Private Non-profit,not-awarded,2,NM,NEW MEXICO
2012,Community Food Projects Program,Private Non-profit,not-awarded,12,NY,NEW YORK
2012,Community Food Projects Program,Private Non-profit,not-awarded,5,OH,OHIO
2012,Community Food Projects Program,Private Non-profit,not-awarded,3,OR,OREGON
2012,Community Food Projects Program,Private Non-profit,not-awarded,5,PA,PENNSYLVANIA
2012,Community Food Projects Program,Private Non-profit,not-awarded,1,PR,PUERTO RICO
2012,Community Food Projects Program,Private Non-profit,not-awarded,1,RI,RHODE ISLAND
2012,Community Food Projects Program,Private Non-profit,not-awarded,1,SC,SOUTH CAROLINA
2012,Community Food Projects Program,Private Non-profit,not-awarded,1,TN,TENNESSEE
2012,Community Food Projects Program,Private Non-profit,not-awarded,2,TX,TEXAS
2012,Community Food Projects Program,Private Non-profit,not-awarded,3,VA,VIRGINIA
2012,Community Food Projects Program,Private Non-profit,not-awarded,2,VT,VERMONT
2012,Community Food Projects Program,Private Non-profit,not-awarded,5,WI,WISCONSIN
2012,Community Food Projects Program,Private Non-profit,not-awarded,1,WV,WEST VIRGINIA
2012,Community Food Projects Program,Private University or College,not-awarded,1,KY,KENTUCKY
2012,Community Food Projects Program,Private University or College,not-awarded,1,MA,MASSACHUSETTS
2012,Community Food Projects Program,Private University or College,not-awarded,1,NY,NEW YORK
2012,Community Food Projects Program,Private University or College,not-awarded,1,PA,PENNSYLVANIA
2012,Emergency Supplemental,1862 Land-Grant University,awarded,1,AZ,ARIZONA
2012,Emergency Supplemental,1862 Land-Grant University,awarded,2,CA,CALIFORNIA
2012,Emergency Supplemental,1862 Land-Grant University,awarded,1,CO,COLORADO
2012,Emergency Supplemental,1862 Land-Grant University,awarded,1,FL,FLORIDA
2012,Emergency Supplemental,1862 Land-Grant University,awarded,1,GA,GEORGIA
2012,Emergency Supplemental,1862 Land-Grant University,awarded,1,IA,IOWA
2012,Emergency Supplemental,1862 Land-Grant University,awarded,3,IN,INDIANA
2012,Emergency Supplemental,1862 Land-Grant University,awarded,2,KS,KANSAS
2012,Emergency Supplemental,1862 Land-Grant University,awarded,1,LA,LOUISIANA
2012,Emergency Supplemental,1862 Land-Grant University,awarded,2,MI,MICHIGAN
2012,Emergency Supplemental,1862 Land-Grant University,awarded,1,MN,MINNESOTA
2012,Emergency Supplemental,1862 Land-Grant University,awarded,1,MS,MISSISSIPPI
2012,Emergency Supplemental,1862 Land-Grant University,awarded,1,NE,NEBRASKA
2012,Emergency Supplemental,1862 Land-Grant University,awarded,1,NM,NEW MEXICO
2012,Emergency Supplemental,1862 Land-Grant University,awarded,1,OR,OREGON
2012,Emergency Supplemental,1862 Land-Grant University,awarded,1,SD,SOUTH DAKOTA
2012,Emergency Supplemental,1862 Land-Grant University,awarded,1,TX,TEXAS
2012,Emergency Supplemental,1862 Land-Grant University,awarded,1,UT,UTAH
2012,Emergency Supplemental,1862 Land-Grant University,awarded,1,WA,WASHINGTON
2012,Emergency Supplemental,1862 Land-Grant University,awarded,1,WI,WISCONSIN
2012,Emergency Supplemental,1862 Land-Grant University,awarded,1,WY,WYOMING
2012,Emergency Supplemental,Non Land-Grant Public University or College,awarded,1,KY,KENTUCKY
2012,Emergency Supplemental,Private University or College,awarded,2,NY,NEW YORK
2012,Emergency Supplemental,"State, Local, or Tribal Government",awarded,1,FL,FLORIDA
2012,Emergency Supplemental,"State, Local, or Tribal Government",awarded,1,NC,NORTH CAROLINA
2012,Emergency Supplemental,"State, Local, or Tribal Government",awarded,1,NJ,NEW JERSEY
2012,Emergency Supplemental,"State, Local, or Tribal Government",awarded,1,OH,OHIO
2012,Emergency Supplemental,"State, Local, or Tribal Government",awarded,1,PA,PENNSYLVANIA
2012,Emergency Supplemental,"State, Local, or Tribal Government",awarded,1,TN,TENNESSEE
2012,Extension Program Unit,1862 Land-Grant University,awarded,2,AL,ALABAMA
2012,Extension Program Unit,1862 Land-Grant University,awarded,1,AZ,ARIZONA
2012,Extension Program Unit,1862 Land-Grant University,awarded,3,CA,CALIFORNIA
2012,Extension Program Unit,1862 Land-Grant University,awarded,1,CO,COLORADO
2012,Extension Program Unit,1862 Land-Grant University,awarded,1,CT,CONNECTICUT
2012,Extension Program Unit,1862 Land-Grant University,awarded,2,FL,FLORIDA
2012,Extension Program Unit,1862 Land-Grant University,awarded,1,GA,GEORGIA
2012,Extension Program Unit,1862 Land-Grant University,awarded,3,IN,INDIANA
2012,Extension Program Unit,1862 Land-Grant University,awarded,7,KS,KANSAS
2012,Extension Program Unit,1862 Land-Grant University,awarded,2,MN,MINNESOTA
2012,Extension Program Unit,1862 Land-Grant University,awarded,1,MT,MONTANA
2012,Extension Program Unit,1862 Land-Grant University,awarded,2,NC,NORTH CAROLINA
2012,Extension Program Unit,1862 Land-Grant University,awarded,2,NE,NEBRASKA
2012,Extension Program Unit,1862 Land-Grant University,awarded,2,NY,NEW YORK
2012,Extension Program Unit,1862 Land-Grant University,awarded,2,OH,OHIO
2012,Extension Program Unit,1862 Land-Grant University,awarded,1,OK,OKLAHOMA
2012,Extension Program Unit,1862 Land-Grant University,awarded,1,PA,PENNSYLVANIA
2012,Extension Program Unit,1862 Land-Grant University,awarded,6,TX,TEXAS
2012,Extension Program Unit,1862 Land-Grant University,awarded,1,UT,UTAH
2012,Extension Program Unit,1862 Land-Grant University,awarded,3,WI,WISCONSIN
2012,Extension Program Unit,1862 Land-Grant University,not-awarded,1,AL,ALABAMA
2012,Extension Program Unit,1862 Land-Grant University,not-awarded,1,MO,MISSOURI
2012,Extension Program Unit,1862 Land-Grant University,not-awarded,1,TX,TEXAS
2012,Extension Program Unit,1862 Land-Grant University,not-awarded,1,UT,UTAH
2012,Extension Program Unit,Other,awarded,1,PA,PENNSYLVANIA
2012,Extension Program Unit,Private Non-profit,awarded,1,CA,CALIFORNIA
2012,Extension Program Unit,Private Non-profit,awarded,1,DC,DISTRICT OF COLUMBIA
2012,Extension Program Unit,Private Non-profit,awarded,1,MD,MARYLAND
2012,Extension Program Unit,Private Non-profit,awarded,1,MO,MISSOURI
2012,Extension Program Unit,Private Non-profit,awarded,1,NY,NEW YORK
2012,Extension Program Unit,Private University or College,awarded,2,NY,NEW YORK
2012,Extension Section 1447 Facilities Grants,1890 Land-Grant University (incl Tuskegee),awarded,2,AL,ALABAMA
2012,Extension Section 1447 Facilities Grants,1890 Land-Grant University (incl Tuskegee),awarded,1,AR,ARKANSAS
2012,Extension Section 1447 Facilities Grants,1890 Land-Grant University (incl Tuskegee),awarded,1,DE,DELAWARE
2012,Extension Section 1447 Facilities Grants,1890 Land-Grant University (incl Tuskegee),awarded,1,FL,FLORIDA
2012,Extension Section 1447 Facilities Grants,1890 Land-Grant University (incl Tuskegee),awarded,1,GA,GEORGIA
2012,Extension Section 1447 Facilities Grants,1890 Land-Grant University (incl Tuskegee),awarded,1,KY,KENTUCKY
2012,Extension Section 1447 Facilities Grants,1890 Land-Grant University (incl Tuskegee),awarded,1,LA,LOUISIANA
2012,Extension Section 1447 Facilities Grants,1890 Land-Grant University (incl Tuskegee),awarded,1,MD,MARYLAND
2012,Extension Section 1447 Facilities Grants,1890 Land-Grant University (incl Tuskegee),awarded,1,MO,MISSOURI
2012,Extension Section 1447 Facilities Grants,1890 Land-Grant University (incl Tuskegee),awarded,1,MS,MISSISSIPPI
2012,Extension Section 1447 Facilities Grants,1890 Land-Grant University (incl Tuskegee),awarded,1,NC,NORTH CAROLINA
2012,Extension Section 1447 Facilities Grants,1890 Land-Grant University (incl Tuskegee),awarded,1,OK,OKLAHOMA
2012,Extension Section 1447 Facilities Grants,1890 Land-Grant University (incl Tuskegee),awarded,1,SC,SOUTH CAROLINA
2012,Extension Section 1447 Facilities Grants,1890 Land-Grant University (incl Tuskegee),awarded,1,TN,TENNESSEE
2012,Extension Section 1447 Facilities Grants,1890 Land-Grant University (incl Tuskegee),awarded,1,TX,TEXAS
2012,Extension Section 1447 Facilities Grants,1890 Land-Grant University (incl Tuskegee),awarded,1,VA,VIRGINIA
2012,Extension Section 1447 Facilities Grants,1890 Land-Grant University (incl Tuskegee),awarded,1,WV,WEST VIRGINIA
2012,"Families, 4-H, and Nutrition",Private Non-profit,awarded,1,IN,INDIANA
2012,"Families, 4-H, and Nutrition",Private Non-profit,awarded,1,MD,MARYLAND
2012,"Families, 4-H, and Nutrition",Private Non-profit,awarded,1,NY,NEW YORK
2012,Farm Business Management and Benchmarking Program,1862 Land-Grant University,awarded,1,MN,MINNESOTA
2012,Farm Business Management and Benchmarking Program,1862 Land-Grant University,awarded,1,ND,NORTH DAKOTA
2012,Farm Business Management and Benchmarking Program,1862 Land-Grant University,not-awarded,1,HI,HAWAII
2012,Farm Business Management and Benchmarking Program,1862 Land-Grant University,not-awarded,1,TX,TEXAS
2012,Farm Business Management and Benchmarking Program,Individual,not-awarded,1,PA,PENNSYLVANIA
2012,Farm Business Management and Benchmarking Program,Other,awarded,1,PA,PENNSYLVANIA
2012,Food and Agricultural Policy Research,1862 Land-Grant University,awarded,1,IA,IOWA
2012,Food and Agricultural Policy Research,1862 Land-Grant University,awarded,1,MN,MINNESOTA
2012,Food and Agricultural Policy Research,1862 Land-Grant University,awarded,1,NE,NEBRASKA
2012,Food and Agricultural Policy Research,1862 Land-Grant University,awarded,1,OR,OREGON
2012,Food and Agricultural Policy Research,1862 Land-Grant University,awarded,1,PA,PENNSYLVANIA
2012,Food and Agricultural Policy Research,1862 Land-Grant University,not-awarded,1,CT,CONNECTICUT
2012,Food and Agricultural Policy Research,1862 Land-Grant University,not-awarded,1,FL,FLORIDA
2012,Food and Agricultural Policy Research,1862 Land-Grant University,not-awarded,1,GA,GEORGIA
2012,Food and Agricultural Policy Research,1862 Land-Grant University,not-awarded,1,HI,HAWAII
2012,Food and Agricultural Policy Research,1862 Land-Grant University,not-awarded,1,ID,IDAHO
2012,Food and Agricultural Policy Research,1862 Land-Grant University,not-awarded,1,IL,ILLINOIS
2012,Food and Agricultural Policy Research,1862 Land-Grant University,not-awarded,2,MO,MISSOURI
2012,Food and Agricultural Policy Research,1862 Land-Grant University,not-awarded,1,MS,MISSISSIPPI
2012,Food and Agricultural Policy Research,1862 Land-Grant University,not-awarded,1,ND,NORTH DAKOTA
2012,Food and Agricultural Policy Research,1862 Land-Grant University,not-awarded,1,NH,NEW HAMPSHIRE
2012,Food and Agricultural Policy Research,1862 Land-Grant University,not-awarded,1,NV,NEVADA
2012,Food and Agricultural Policy Research,1862 Land-Grant University,not-awarded,1,TN,TENNESSEE
2012,Food and Agricultural Policy Research,1862 Land-Grant University,not-awarded,2,TX,TEXAS
2012,Food and Agricultural Policy Research,1862 Land-Grant University,not-awarded,1,VT,VERMONT
2012,Food and Agricultural Policy Research,1862 Land-Grant University,not-awarded,1,WA,WASHINGTON
2012,Food and Agricultural Policy Research,1862 Land-Grant University,not-awarded,3,WI,WISCONSIN
2012,Food and Agricultural Policy Research,1890 Land-Grant University (incl Tuskegee),not-awarded,1,AL,ALABAMA
2012,Food and Agricultural Policy Research,Private For-Profit,not-awarded,1,MT,MONTANA
2012,Food and Agricultural Policy Research,Private Non-profit,not-awarded,1,IA,IOWA
2012,Food and Agricultural Policy Research,Private Non-profit,not-awarded,1,NC,NORTH CAROLINA
2012,Food and Agricultural Policy Research,Private University or College,not-awarded,1,NC,NORTH CAROLINA
2012,Hispanic Serving Institutions,1862 Land-Grant University,awarded,1,AZ,ARIZONA
2012,Hispanic Serving Institutions,1862 Land-Grant University,awarded,1,FL,FLORIDA
2012,Hispanic Serving Institutions,1862 Land-Grant University,awarded,2,NM,NEW MEXICO
2012,Hispanic Serving Institutions,1862 Land-Grant University,awarded,2,TX,TEXAS
2012,Hispanic Serving Institutions,1862 Land-Grant University,not-awarded,1,AZ,ARIZONA
2012,Hispanic Serving Institutions,1862 Land-Grant University,not-awarded,10,CA,CALIFORNIA
2012,Hispanic Serving Institutions,1862 Land-Grant University,not-awarded,3,IL,ILLINOIS
2012,Hispanic Serving Institutions,1862 Land-Grant University,not-awarded,2,NM,NEW MEXICO
2012,Hispanic Serving Institutions,1862 Land-Grant University,not-awarded,1,PR,PUERTO RICO
2012,Hispanic Serving Institutions,1862 Land-Grant University,not-awarded,9,TX,TEXAS
2012,Hispanic Serving Institutions,1862 Land-Grant University,not-awarded,1,WA,WASHINGTON
2012,Hispanic Serving Institutions,Non Land-Grant Public University or College,awarded,1,CA,CALIFORNIA
2012,Hispanic Serving Institutions,Other,awarded,3,CA,CALIFORNIA
2012,Hispanic Serving Institutions,Other,awarded,1,NM,NEW MEXICO
2012,Hispanic Serving Institutions,Other,awarded,2,PR,PUERTO RICO
2012,Hispanic Serving Institutions,Other,awarded,5,TX,TEXAS
2012,Hispanic Serving Institutions,Other,not-awarded,10,CA,CALIFORNIA
2012,Hispanic Serving Institutions,Other,not-awarded,4,FL,FLORIDA
2012,Hispanic Serving Institutions,Other,not-awarded,3,NM,NEW MEXICO
2012,Hispanic Serving Institutions,Other,not-awarded,6,PR,PUERTO RICO
2012,Hispanic Serving Institutions,Other,not-awarded,7,TX,TEXAS
2012,Hispanic Serving Institutions,Private Non-profit,awarded,1,CA,CALIFORNIA
2012,Hispanic Serving Institutions,Private Non-profit,not-awarded,1,CA,CALIFORNIA
2012,Hispanic Serving Institutions,Private University or College,not-awarded,1,NY,NEW YORK
2012,Hispanic Serving Institutions,Private University or College,not-awarded,1,PR,PUERTO RICO
2012,Hispanic Serving Institutions,Private University or College,not-awarded,2,TX,TEXAS
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,1,AZ,ARIZONA
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,2,CA,CALIFORNIA
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,1,FL,FLORIDA
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,1,IA,IOWA
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,1,IL,ILLINOIS
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,3,MD,MARYLAND
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,1,MI,MICHIGAN
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,3,MN,MINNESOTA
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,1,MO,MISSOURI
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,1,MT,MONTANA
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,3,NC,NORTH CAROLINA
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,1,NJ,NEW JERSEY
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,2,NY,NEW YORK
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,3,OH,OHIO
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,2,OR,OREGON
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,2,PA,PENNSYLVANIA
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,2,TN,TENNESSEE
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,3,TX,TEXAS
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,1,VT,VERMONT
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,awarded,2,WA,WASHINGTON
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,2,AL,ALABAMA
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,4,AZ,ARIZONA
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,10,CA,CALIFORNIA
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,6,CO,COLORADO
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,1,CT,CONNECTICUT
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,10,FL,FLORIDA
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,1,GA,GEORGIA
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,6,HI,HAWAII
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,2,IA,IOWA
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,2,ID,IDAHO
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,1,IL,ILLINOIS
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,1,KY,KENTUCKY
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,1,LA,LOUISIANA
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,2,MA,MASSACHUSETTS
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,1,MD,MARYLAND
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,2,ME,MAINE
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,7,MI,MICHIGAN
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,1,MN,MINNESOTA
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,2,MO,MISSOURI
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,2,MS,MISSISSIPPI
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,3,NC,NORTH CAROLINA
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,1,ND,NORTH DAKOTA
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,4,NE,NEBRASKA
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,2,NH,NEW HAMPSHIRE
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,5,NM,NEW MEXICO
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,8,OH,OHIO
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,4,OK,OKLAHOMA
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,3,OR,OREGON
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,1,PA,PENNSYLVANIA
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,1,PR,PUERTO RICO
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,1,RI,RHODE ISLAND
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,2,SC,SOUTH CAROLINA
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,3,SD,SOUTH DAKOTA
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,6,TN,TENNESSEE
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,6,TX,TEXAS
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,1,UT,UTAH
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,4,VA,VIRGINIA
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,5,VT,VERMONT
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,3,WA,WASHINGTON
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1862 Land-Grant University,not-awarded,4,WI,WISCONSIN
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1890 Land-Grant University (incl Tuskegee),not-awarded,3,AL,ALABAMA
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1890 Land-Grant University (incl Tuskegee),not-awarded,1,KY,KENTUCKY
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1890 Land-Grant University (incl Tuskegee),not-awarded,1,MS,MISSISSIPPI
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",1994 Land-Grant University,awarded,1,TN,TENNESSEE
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Non Land-Grant Public University or College,not-awarded,2,WA,WASHINGTON
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Other,not-awarded,1,MD,MARYLAND
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Other,not-awarded,1,PA,PENNSYLVANIA
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Other,not-awarded,2,TX,TEXAS
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Private For-Profit,not-awarded,1,GA,GEORGIA
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Private Non-profit,awarded,1,WV,WEST VIRGINIA
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Private Non-profit,not-awarded,2,GA,GEORGIA
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Private Non-profit,not-awarded,1,NC,NORTH CAROLINA
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Private Non-profit,not-awarded,1,PA,PENNSYLVANIA
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Private Non-profit,not-awarded,1,VT,VERMONT
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Private Non-profit,not-awarded,1,WA,WASHINGTON
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Private Non-profit,not-awarded,1,WI,WISCONSIN
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Private University or College,awarded,1,NY,NEW YORK
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Private University or College,not-awarded,1,CT,CONNECTICUT
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Private University or College,not-awarded,2,DE,DELAWARE
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Private University or College,not-awarded,1,FL,FLORIDA
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Private University or College,not-awarded,1,NC,NORTH CAROLINA
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Private University or College,not-awarded,5,NY,NEW YORK
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",Private University or College,not-awarded,1,OH,OHIO
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program","State, Local, or Tribal Government",not-awarded,1,CA,CALIFORNIA
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",USDA Agency,awarded,1,TX,TEXAS
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",USDA Agency,not-awarded,1,CA,CALIFORNIA
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",USDA Agency,not-awarded,1,GA,GEORGIA
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",USDA Agency,not-awarded,1,IL,ILLINOIS
2012,"Integrated Res., Educ.,  & Ext. Competitive Grants Program",USDA Agency,not-awarded,1,MD,MARYLAND
2012,Multicultural Scholars Program,1862 Land-Grant University,awarded,1,IA,IOWA
2012,Multicultural Scholars Program,1862 Land-Grant University,awarded,1,IN,INDIANA
2012,Multicultural Scholars Program,1862 Land-Grant University,awarded,2,OR,OREGON
2012,Multicultural Scholars Program,1862 Land-Grant University,awarded,1,VT,VERMONT
2012,Multicultural Scholars Program,1862 Land-Grant University,not-awarded,1,AL,ALABAMA
2012,Multicultural Scholars Program,1862 Land-Grant University,not-awarded,1,AZ,ARIZONA
2012,Multicultural Scholars Program,1862 Land-Grant University,not-awarded,3,FL,FLORIDA
2012,Multicultural Scholars Program,1862 Land-Grant University,not-awarded,1,IA,IOWA
2012,Multicultural Scholars Program,1862 Land-Grant University,not-awarded,1,IL,ILLINOIS
2012,Multicultural Scholars Program,1862 Land-Grant University,not-awarded,1,IN,INDIANA
2012,Multicultural Scholars Program,1862 Land-Grant University,not-awarded,2,KS,KANSAS
2012,Multicultural Scholars Program,1862 Land-Grant University,not-awarded,1,NC,NORTH CAROLINA
2012,Multicultural Scholars Program,1862 Land-Grant University,not-awarded,1,OK,OKLAHOMA
2012,Multicultural Scholars Program,1862 Land-Grant University,not-awarded,2,TN,TENNESSEE
2012,Multicultural Scholars Program,1862 Land-Grant University,not-awarded,2,TX,TEXAS
2012,Multicultural Scholars Program,1890 Land-Grant University (incl Tuskegee),not-awarded,4,NC,NORTH CAROLINA
2012,Multicultural Scholars Program,1890 Land-Grant University (incl Tuskegee),not-awarded,1,VA,VIRGINIA
2012,Multicultural Scholars Program,Other,not-awarded,1,PR,PUERTO RICO
2012,Multicultural Scholars Program,Private Non-profit,not-awarded,2,CA,CALIFORNIA
2012,Multicultural Scholars Program,Private University or College,not-awarded,1,IL,ILLINOIS
2012,Multicultural Scholars Program,Private University or College,not-awarded,1,OH,OHIO
2012,National Needs Graduate Fellowship Grant Program,1862 Land-Grant University,awarded,1,FL,FLORIDA
